kind	class	method	param	index	uri	field
METHOD	org.greenrobot.eventbus.SubscriberMethod	checkMethodString()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/SubscriberMethod.java	methodString
METHOD	org.greenrobot.eventbus.EventBusBuilder	executorService(java.util.concurrent.ExecutorService)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/EventBusBuilder.java	executorService
METHOD	org.greenrobot.eventbus.EventBusBuilder	skipMethodVerificationFor(java.lang.Class<?>)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/EventBusBuilder.java	skipMethodVerificationForClasses
METHOD	org.greenrobot.eventbus.EventBusBuilder	addIndex(org.greenrobot.eventbus.meta.SubscriberInfoIndex)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/EventBusBuilder.java	subscriberInfoIndexes
METHOD	org.greenrobot.eventbus.EventBusBuilder	logger(org.greenrobot.eventbus.Logger)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/EventBusBuilder.java	logger
METHOD	org.greenrobot.eventbus.SubscriberMethodFinder$FindState	initForSubscriber(java.lang.Class<?>)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/SubscriberMethodFinder.java	subscriberClass
METHOD	org.greenrobot.eventbus.SubscriberMethodFinder$FindState	initForSubscriber(java.lang.Class<?>)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/SubscriberMethodFinder.java	clazz
METHOD	org.greenrobot.eventbus.PendingPostQueue	enqueue(org.greenrobot.eventbus.PendingPost)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/PendingPostQueue.java	tail
METHOD	org.greenrobot.eventbus.PendingPostQueue	enqueue(org.greenrobot.eventbus.PendingPost)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/PendingPostQueue.java	tail
METHOD	org.greenrobot.eventbus.PendingPostQueue	poll()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/PendingPostQueue.java	head
METHOD	org.greenrobot.eventbus.util.ErrorDialogConfig	setDefaultEventTypeOnDialogClosed(java.lang.Class<?>)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/util/ErrorDialogConfig.java	defaultEventTypeOnDialogClosed
METHOD	org.greenrobot.eventbus.util.ErrorDialogConfig	setTagForLoggingExceptions(java.lang.String)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/util/ErrorDialogConfig.java	tagForLoggingExceptions
METHOD	org.greenrobot.eventbus.util.ErrorDialogConfig	setEventBus(org.greenrobot.eventbus.EventBus)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/util/ErrorDialogConfig.java	eventBus
METHOD	org.greenrobot.eventbus.util.ThrowableFailureEvent	setExecutionScope(java.lang.Object)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/util/ThrowableFailureEvent.java	executionContext
METHOD	org.greenrobot.eventbus.util.AsyncExecutor$Builder	threadPool(java.util.concurrent.Executor)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/util/AsyncExecutor.java	threadPool
METHOD	org.greenrobot.eventbus.util.AsyncExecutor$Builder	failureEventType(java.lang.Class<?>)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/util/AsyncExecutor.java	failureEventType
METHOD	org.greenrobot.eventbus.util.AsyncExecutor$Builder	eventBus(org.greenrobot.eventbus.EventBus)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/util/AsyncExecutor.java	eventBus
METHOD	org.greenrobot.eventbus.util.AsyncExecutor$Builder	buildForScope(java.lang.Object)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/util/AsyncExecutor.java	eventBus
METHOD	org.greenrobot.eventbus.util.AsyncExecutor$Builder	buildForScope(java.lang.Object)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/util/AsyncExecutor.java	threadPool
METHOD	org.greenrobot.eventbus.util.AsyncExecutor$Builder	buildForScope(java.lang.Object)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/util/AsyncExecutor.java	failureEventType
METHOD	org.greenrobot.eventbus.util.ErrorDialogManager$SupportManagerFragment	onCreate(android.os.Bundle)	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/util/ErrorDialogManager.java	eventBus
METHOD	org.greenrobot.eventbus.util.ErrorDialogManager$HoneycombManagerFragment	onResume()	null	null	/Users/nima/Developer/NullAwayFixer/Projects/EventBus/EventBus/src/org/greenrobot/eventbus/util/ErrorDialogManager.java	eventBus
