kind	class	method	param	index	uri	reason	annotation	rootClass	rootMethod
FIELD	org.greenrobot.eventbus.PendingPostQueue	null	head	null	/home/nima/Developer/nullness-benchmarks/EventBus/EventBus/src/org/greenrobot/eventbus/PendingPostQueue.java	FIELD_NO_INIT	nullable	org.greenrobot.eventbus.PendingPostQueue	null
FIELD	org.greenrobot.eventbus.PendingPostQueue	null	tail	null	/home/nima/Developer/nullness-benchmarks/EventBus/EventBus/src/org/greenrobot/eventbus/PendingPostQueue.java	FIELD_NO_INIT	nullable	org.greenrobot.eventbus.PendingPostQueue	null
FIELD	org.greenrobot.eventbus.PendingPostQueue	null	tail	null	/home/nima/Developer/nullness-benchmarks/EventBus/EventBus/src/org/greenrobot/eventbus/PendingPostQueue.java	ASSIGN_FIELD_NULLABLE	nullable	org.greenrobot.eventbus.PendingPostQueue	poll()
FIELD	org.greenrobot.eventbus.EventBus	null	defaultInstance	null	/home/nima/Developer/nullness-benchmarks/EventBus/EventBus/src/org/greenrobot/eventbus/EventBus.java	FIELD_NO_INIT	nullable	org.greenrobot.eventbus.EventBus	null
FIELD	org.greenrobot.eventbus.EventBus	null	mainThreadPoster	null	/home/nima/Developer/nullness-benchmarks/EventBus/EventBus/src/org/greenrobot/eventbus/EventBus.java	ASSIGN_FIELD_NULLABLE	nullable	org.greenrobot.eventbus.EventBus	EventBus(org.greenrobot.eventbus.EventBusBuilder)
PARAMETER	org.greenrobot.eventbus.EventBus	checkPostStickyEventToSubscription(org.greenrobot.eventbus.Subscription,java.lang.Object)	stickyEvent	1	/home/nima/Developer/nullness-benchmarks/EventBus/EventBus/src/org/greenrobot/eventbus/EventBus.java	PASS_NULLABLE	nullable	org.greenrobot.eventbus.EventBus	subscribe(java.lang.Object,org.greenrobot.eventbus.SubscriberMethod)
FIELD	org.greenrobot.eventbus.EventBus$PostingThreadState	null	event	null	/home/nima/Developer/nullness-benchmarks/EventBus/EventBus/src/org/greenrobot/eventbus/EventBus.java	ASSIGN_FIELD_NULLABLE	nullable	org.greenrobot.eventbus.EventBus	postSingleEventForEventType(java.lang.Object,org.greenrobot.eventbus.EventBus.PostingThreadState,java.lang.Class<?>)
FIELD	org.greenrobot.eventbus.EventBus$PostingThreadState	null	subscription	null	/home/nima/Developer/nullness-benchmarks/EventBus/EventBus/src/org/greenrobot/eventbus/EventBus.java	ASSIGN_FIELD_NULLABLE	nullable	org.greenrobot.eventbus.EventBus	postSingleEventForEventType(java.lang.Object,org.greenrobot.eventbus.EventBus.PostingThreadState,java.lang.Class<?>)
FIELD	org.greenrobot.eventbus.EventBus$PostingThreadState	null	subscription	null	/home/nima/Developer/nullness-benchmarks/EventBus/EventBus/src/org/greenrobot/eventbus/EventBus.java	FIELD_NO_INIT	nullable	org.greenrobot.eventbus.EventBus$PostingThreadState	null
FIELD	org.greenrobot.eventbus.EventBus$PostingThreadState	null	event	null	/home/nima/Developer/nullness-benchmarks/EventBus/EventBus/src/org/greenrobot/eventbus/EventBus.java	FIELD_NO_INIT	nullable	org.greenrobot.eventbus.EventBus$PostingThreadState	null
